fid,field_1,acceptedNa,accepted_1,acceptedSc,acceptedTa,accessRigh,adm1,adm2,associated,associat_1,associat_2,associat_3,basisOfRec,behavior,bibliograp,catalogNum,class,classKey,cloc,collection,collecti_1,collecti_2,continent,coordinate,coordina_1,country,crawlId,dataGenera,datasetID,datasetKey,datasetNam,dateIdenti,day,depth,depthAccur,dispositio,dynamicPro,earliestAg,earliestEo,earliestEp,earliestEr,earliestPe,elevation,elevationA,endDayOfYe,establishm,eventDate,eventID,eventRemar,eventTime,family,familyKey,fieldNotes,fieldNumbe,footprintS,footprintW,fullCountr,gbifID,genericNam,genus,genusKey,geodeticDa,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,georefer_5,habitat,higherClas,higherGeog,higherGe_1,hostingOrg,http_//unk,http_//u_1,http_//u_2,http_//u_3,http_//u_4,http_//u_5,http_//u_6,http_//u_7,http_//u_8,http_//u_9,identifica,identifi_1,identifi_2,identifi_3,identified,identifier,inCluster,individual,informatio,infraspeci,installati,institutio,institut_1,institut_2,isInCluste,island,islandGrou,ISO2,iucnRedLis,key,kingdom,kingdomKey,language,lastCrawle,lastInterp,lastParsed,lat,latestEonO,latestEraO,latestPeri,license,lifeStage,locality,locationAc,locationID,locationRe,lon,modified,month,municipali,nameAccord,nomenclatu,nomencla_1,occurrence,occurren_1,occurren_2,order,orderKey,organismID,organismQu,organism_1,organismRe,originalNa,otherCatal,ownerInsti,parentName,parentNa_1,phylum,phylumKey,preparatio,previousId,projectId,protocol,publishing,publishi_1,recordedBy,recordNumb,references,rights,rightsHold,samplingPr,scientific,scientif_1,sex,species,speciesKey,specificEp,startDayOf,taxonConce,taxonID,taxonKey,taxonomicS,taxonRank,taxonRemar,type,typeStatus,typifiedNa,verbatimCo,verbatimDe,verbatimEv,verbatimId,verbatimLo,verbatimSR,verbatimTa,vernacular,waterBody,year,downloadDa
152,2026,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"47927806",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,NA,United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-05-31T01:41:29,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-30T16:17:16,NA,NA,23:17:16Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2634131583.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,sel79,NA,NA,NA,NA,NA,NA,"106887611",NA,NA,NA,Phil Liff-Grieff,"47927806",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2634131583.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:37:40.458+00:00,2022-02-15T02:37:40.458+00:00,33.714770000000001,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-118.311999999999998,2020-05-31T07:36:20.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/47927806,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,sel79,NA,https://www.inaturalist.org/observations/47927806,NA,sel79,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2020-05-30 4:17:16 PM PDT,NA,"Coastal San Pedro, Los Angeles, CA, USA",NA,NA,NA,NA,"2020",2022-02-19
153,2028,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"48084640",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"2",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-06-01T04:10:02,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-25T23:59:00,NA,NA,06:59:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2634143813.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,afranz,NA,NA,NA,NA,NA,NA,"107174029",NA,NA,NA,Thomas Everest,"48084640",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2634143813.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T01:56:57.643+00:00,2022-02-15T01:56:57.643+00:00,33.716929999999998,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-118.314800000000005,2020-06-03T18:32:21.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/48084640,Snail 3 on giant wild rye,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Allen Franz,NA,https://www.inaturalist.org/observations/48084640,NA,Allen Franz,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2020/05/25 11:59 PM PDT,NA,"Coastal San Pedro, Los Angeles, CA, USA",NA,NA,NA,NA,"2020",2022-02-19
154,2029,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"48086019",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"2",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-06-01T04:18:54,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-26T00:03:00,NA,NA,07:03:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2634171809.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,afranz,NA,NA,NA,NA,NA,NA,"107175091",NA,NA,NA,Allen Franz,"48086019",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2634171809.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:24:17.376+00:00,2022-02-15T02:24:17.376+00:00,33.716880000000003,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-118.315299999999993,2020-06-09T22:57:47.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/48086019,Snails on goldenbush,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Allen Franz,NA,https://www.inaturalist.org/observations/48086019,NA,Allen Franz,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2020/05/26 12:03 AM PDT,NA,"Coastal San Pedro, Los Angeles, CA, USA",NA,NA,NA,NA,"2020",2022-02-19
155,2032,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"46808054",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"196",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-05-22T04:36:53,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-21T19:45:00,NA,NA,02:45:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2634268775.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,jim_carretta,NA,NA,NA,NA,NA,NA,"104716524",NA,NA,NA,jim_carretta,"46808054",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2634268775.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:11:13.348+00:00,2022-02-15T02:11:13.348+00:00,32.651519999999998,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-116.986999999999995,2020-05-22T16:32:09.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/46808054,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,jim_carretta,NA,https://www.inaturalist.org/observations/46808054,NA,jim_carretta,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2020/05/21 7:45 PM PDT,NA,"Eastlake, Chula Vista, CA, USA",NA,NA,NA,NA,"2020",2022-02-19
156,2033,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"48086013",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"1",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-06-01T04:25:51,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-26T00:01:00,NA,NA,07:01:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2634294740.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,afranz,NA,NA,NA,NA,NA,NA,"107175872",NA,NA,NA,Thomas Everest,"48086013",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2634294740.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:44:18.158+00:00,2022-02-15T02:44:18.158+00:00,33.717070000000000,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-118.314899999999994,2020-06-03T18:32:12.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/48086013,Snail 5 on bacharis,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Allen Franz,NA,https://www.inaturalist.org/observations/48086013,NA,Allen Franz,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2020/05/26 12:01 AM PDT,NA,"Coastal San Pedro, Los Angeles, CA, USA",NA,NA,NA,NA,"2020",2022-02-19
157,2037,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"47228950",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"5",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-05-25T04:30:34,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-24T19:20:00,NA,NA,02:20:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2634464429.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,yanpingsong,NA,NA,NA,NA,NA,NA,"105494397",NA,NA,NA,Yanping,"47228950",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2634464429.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T01:59:14.596+00:00,2022-02-15T01:59:14.596+00:00,33.716189999999997,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-118.316699999999997,2020-05-25T06:06:58.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/47228950,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Yanping,NA,https://www.inaturalist.org/observations/47228950,NA,Yanping,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2020/05/24 7:20 PM PDT,NA,"Coastal San Pedro, Los Angeles, CA, USA",NA,NA,NA,NA,"2020",2022-02-19
158,2038,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"47228954",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"5",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-05-25T04:30:39,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-24T19:23:00,NA,NA,02:23:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2634468455.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,yanpingsong,NA,NA,NA,NA,NA,NA,"105494406",NA,NA,NA,Yanping,"47228954",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2634468455.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:31:47.999+00:00,2022-02-15T02:31:47.999+00:00,33.716589999999997,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-118.316699999999997,2020-11-13T18:53:17.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/47228954,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Yanping,NA,https://www.inaturalist.org/observations/47228954,NA,Yanping,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2020/05/24 7:23 PM PDT,NA,"Coastal San Pedro, Los Angeles, CA, USA",NA,NA,NA,NA,"2020",2022-02-19
159,2039,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"47228949",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"5",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-05-25T04:30:34,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-24T19:19:00,NA,NA,02:19:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2634472472.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,yanpingsong,NA,NA,NA,NA,NA,NA,"105494396",NA,NA,NA,Yanping,"47228949",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2634472472.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:50:36.709+00:00,2022-02-15T02:50:36.709+00:00,33.716200000000001,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-118.316400000000002,2020-05-25T06:06:51.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/47228949,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Yanping,NA,https://www.inaturalist.org/observations/47228949,NA,Yanping,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2020/05/24 7:19 PM PDT,NA,"Coastal San Pedro, Los Angeles, CA, USA",NA,NA,NA,NA,"2020",2022-02-19
160,2043,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"47228955",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"5",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-05-25T04:30:39,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-24T19:23:00,NA,NA,02:23:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2634502471.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,yanpingsong,NA,NA,NA,NA,NA,NA,"105494407",NA,NA,NA,Yanping,"47228955",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2634502471.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:18:40.023+00:00,2022-02-15T02:18:40.023+00:00,33.716650000000001,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-118.316699999999997,2020-11-13T18:53:16.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/47228955,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Yanping,NA,https://www.inaturalist.org/observations/47228955,NA,Yanping,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2020/05/24 7:23 PM PDT,NA,"Coastal San Pedro, Los Angeles, CA, USA",NA,NA,NA,NA,"2020",2022-02-19
161,2045,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"47795749",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"4",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-05-30T01:07:44,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-29T18:06:02,NA,NA,01:06:02Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2634535359.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,abkekane,NA,NA,NA,NA,NA,NA,"106641627",NA,NA,NA,abkekane,"47795749",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2634535359.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T01:56:03.749+00:00,2022-02-15T01:56:03.749+00:00,32.569319999999998,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.122699999999995,2020-06-03T18:34:49.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/47795749,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,abkekane,NA,https://www.inaturalist.org/observations/47795749,NA,abkekane,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,Fri May 29 2020 18:06:02 GMT-0700 (PDT),NA,"Fifth St, Imperial Beach, CA, US",NA,NA,NA,NA,"2020",2022-02-19
162,2048,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"48086762",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"1",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-06-01T04:46:58,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-26T00:20:00,NA,NA,07:20:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2634604851.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,afranz,NA,NA,NA,NA,NA,NA,"107178323",NA,NA,NA,Phil Liff-Grieff,"48086762",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2634604851.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:50:40.368+00:00,2022-02-15T02:50:40.368+00:00,33.716560000000001,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-118.315299999999993,2020-11-13T18:52:55.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/48086762,Snail hi-rise,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Allen Franz,NA,https://www.inaturalist.org/observations/48086762,NA,Allen Franz,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2020/05/26 12:20 AM PDT,NA,"Coastal San Pedro, Los Angeles, CA, USA",NA,NA,NA,NA,"2020",2022-02-19
163,2056,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"52526562",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,NA,United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-07-10T00:11:02,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-24T08:39:00,NA,NA,15:39:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2814304825.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,finatic,NA,NA,NA,NA,NA,NA,"116024736",NA,NA,NA,BJ Stacey,"52526562",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2814304825.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T03:13:37.713+00:00,2022-02-15T03:13:37.713+00:00,32.822279999999999,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.079599999999999,2020-07-17T01:32:25.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/52526562,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,BJ Stacey,NA,https://www.inaturalist.org/observations/52526562,NA,BJ Stacey,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2020/05/24 8:39 AM PDT,NA,Mission Trails Regional Park,NA,NA,NA,NA,"2020",2022-02-19
164,2061,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"48084630",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"2",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-06-04T21:18:48,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-25T23:59:00,NA,NA,06:59:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2864651407.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,afranz,NA,NA,NA,NA,NA,NA,"107988885",NA,NA,NA,Jann Vendetti,"48084630",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2864651407.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T01:56:30.125+00:00,2022-02-15T01:56:30.125+00:00,33.716909999999999,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-118.314700000000002,2020-09-17T21:16:54.000+00:00,"5",NA,NA,NA,NA,https://www.inaturalist.org/observations/48084630,Snail on giant wild rye,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Allen Franz,NA,https://www.inaturalist.org/observations/48084630,NA,Allen Franz,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2020/05/25 11:59 PM PDT,NA,"Coastal San Pedro, Los Angeles, CA, USA",NA,NA,NA,NA,"2020",2022-02-19
