field_1,acceptedNa,acceptedSc,acceptedTa,accessRigh,adm1,adm2,associated,associat_1,associat_2,associat_3,basisOfRec,behavior,bibliograp,catalogNum,class,classKey,cloc,collection,collecti_1,collecti_2,continent,coordinate,coordina_1,country,crawlId,dataGenera,datasetID,datasetKey,datasetNam,dateIdenti,day,depth,dispositio,dynamicPro,elevation,elevationA,endDayOfYe,establishm,eventDate,eventID,eventRemar,eventTime,family,familyKey,fieldNumbe,footprintS,footprintW,fullCountr,gbifID,genericNam,genus,genusKey,geodeticDa,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,georefer_5,habitat,higherClas,higherGeog,higherGe_1,hostingOrg,http_//unk,http_//u_1,http_//u_2,http_//u_3,http_//u_4,http_//u_5,http_//u_6,http_//u_7,identifica,identifi_1,identifi_2,identifi_3,identified,identifier,inCluster,individual,informatio,installati,institutio,institut_1,institut_2,isInCluste,island,islandGrou,ISO2,iucnRedLis,key,kingdom,kingdomKey,language,lastCrawle,lastInterp,lastParsed,lat,license,lifeStage,locality,locationAc,locationID,locationRe,lon,modified,month,municipali,nameAccord,nomenclatu,nomencla_1,occurrence,occurren_1,occurren_2,order,orderKey,organismID,organismQu,organism_1,organismRe,originalNa,otherCatal,ownerInsti,parentEven,parentName,phylum,phylumKey,preparatio,previousId,projectId,protocol,publishing,publishi_1,recordedBy,recordNumb,references,rights,rightsHold,sampleSize,samplingEf,samplingPr,scientific,species,speciesKey,specificEp,startDayOf,taxonConce,taxonID,taxonKey,taxonomicS,taxonRank,taxonRemar,type,typeStatus,verbatimCo,verbatimEl,verbatimEv,verbatimId,verbatimLo,verbatimSR,verbatimTa,vernacular,waterBody,year,downloadDa
"324",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Michigan,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"95354552",Gastropoda,"225","Michigan, United States",Observations,NA,NA,NA,NA,"27630",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-10-04T03:49:32,"18",NA,NA,NA,NA,NA,NA,NA,2021-09-18T17:48:00,NA,NA,21:48:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3384871403,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,ken-potter,NA,NA,NA,"211497868",NA,Awesome that you got a picture of it laying eggs,NA,sbmarchuk,"95354552",FALSE,NA,Coordinate uncertainty increased to 27630m at the request of the observer,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3384871403.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:37:15.087,2022/06/03 11:37:15.087,42.426276000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-83.990538999999998,2021-10-04T12:21:04.000+00:00,"9",NA,NA,NA,NA,https://www.inaturalist.org/observations/95354552,Near intermittent creek,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Ken Potter,NA,https://www.inaturalist.org/observations/95354552,NA,Ken Potter,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/09/18 5:48 PM EDT,NA,"Michigan, US",NA,NA,NA,NA,"2021",2022/07/05
"325",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Massachusetts,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"96214090",Gastropoda,"225","Massachusetts, United States",Observations,NA,NA,NA,NA,"27723",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-09-26T12:34:33,"25",NA,NA,NA,NA,NA,NA,NA,2021-09-25T10:08:56,NA,NA,14:08:56Z,Arionidae,"2629",NA,NA,NA,United States of America,3384988310,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,bucephala-albeola,NA,NA,NA,"209663652",NA,NA,NA,BillZ,"96214090",FALSE,NA,Coordinate uncertainty increased to 27723m at the request of the observer,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3384988310.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:34:08.104,2022/06/03 11:34:08.104,41.993231999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-70.720868999999993,2021-09-28T17:08:39.000+00:00,"9",NA,NA,NA,NA,https://www.inaturalist.org/observations/96214090,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,BillZ,NA,https://www.inaturalist.org/observations/96214090,NA,BillZ,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021-09-25 10:08:56,NA,"Plymouth County, US-MA, US",NA,NA,NA,NA,"2021",2022/07/05
"327",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Georgia,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"96621354",Gastropoda,"225","Georgia, United States",Observations,NA,NA,NA,NA,"17",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-09-29T22:17:37,"29",NA,NA,NA,NA,NA,NA,NA,2021-09-29T17:02:12,NA,NA,21:02:12Z,Arionidae,"2629",NA,NA,NA,United States of America,3408107566,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,msimone1,NA,NA,NA,"210507513",NA,NA,NA,Christy Visaggi,"96621354",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3408107566.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:30:54.644,2022/06/03 11:30:54.644,33.798693999999998,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-84.342050000000000,2021-11-05T19:06:42.000+00:00,"9",NA,NA,NA,NA,https://www.inaturalist.org/observations/96621354,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,msimone1,NA,https://www.inaturalist.org/observations/96621354,NA,msimone1,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021-09-29 17:02:12,NA,"Morningside-Lenox Park, Atlanta, GA, USA",NA,NA,NA,NA,"2021",2022/07/05
"328",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Georgia,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"96619035",Gastropoda,"225","Georgia, United States",Observations,NA,NA,NA,NA,"16",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-09-29T22:14:32,"29",NA,NA,NA,NA,NA,NA,NA,2021-09-29T16:40:19,NA,NA,20:40:19Z,Arionidae,"2629",NA,NA,NA,United States of America,3408193553,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,msimone1,NA,NA,NA,"210506927",NA,NA,NA,Christy Visaggi,"96619035",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3408193553.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:27:54.010,2022/06/03 11:27:54.010,33.798912000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-84.342365000000001,2021-11-05T19:06:45.000+00:00,"9",NA,NA,NA,NA,https://www.inaturalist.org/observations/96619035,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,msimone1,NA,https://www.inaturalist.org/observations/96619035,NA,msimone1,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021-09-29 16:40:19,NA,"Morningside-Lenox Park, Atlanta, GA, USA",NA,NA,NA,NA,"2021",2022/07/05
"332",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Georgia,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"96619694",Gastropoda,"225","Georgia, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-09-29T22:35:43,"29",NA,NA,NA,NA,NA,NA,NA,2021-09-29T16:42:00,NA,NA,20:42:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3456086632,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,dborsos,NA,NA,NA,"210510669",NA,NA,NA,Christy Visaggi,"96619694",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3456086632.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:28:33.277,2022/06/03 11:28:33.277,33.798934000000003,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-84.342303999999999,2021-12-13T19:54:11.000+00:00,"9",NA,NA,NA,NA,https://www.inaturalist.org/observations/96619694,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,dborsos,NA,https://www.inaturalist.org/observations/96619694,NA,dborsos,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021-09-29 16:42:00,NA,"Morningside-Lenox Park, Atlanta, GA, USA",NA,NA,NA,NA,"2021",2022/07/05
"338",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Michigan,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"96031612",Gastropoda,"225","Michigan, United States",Observations,NA,NA,NA,NA,"4",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-09-25T01:20:56,"24",NA,NA,NA,NA,NA,NA,NA,2021-09-24T16:32:00,NA,NA,20:32:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3705614446,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,megachile,NA,NA,NA,"209320450",NA,NA,NA,megachile,"96031612",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3705614446.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:16:43.330,2022/06/03 11:16:43.330,43.641694999999999,http://creativecommons.org/publicdomain/zero/1.0/legalcode,NA,NA,NA,NA,NA,-84.335111999999995,2022-03-07T14:58:20.000+00:00,"9",NA,NA,NA,NA,https://www.inaturalist.org/observations/96031612,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,megachile,NA,https://www.inaturalist.org/observations/96031612,NA,megachile,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/09/24 4:32 PM EDT,NA,"Midland County, MI, USA",NA,NA,NA,NA,"2021",2022/07/05
"339",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Michigan,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"96031722",Gastropoda,"225","Michigan, United States",Observations,NA,NA,NA,NA,"15",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-09-25T01:22:47,"24",NA,NA,NA,NA,NA,NA,NA,2021-09-24T16:48:00,NA,NA,20:48:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3705725422,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,megachile,NA,NA,NA,"209320688",NA,NA,NA,megachile,"96031722",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3705725422.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:12:12.399,2022/06/03 11:12:12.399,43.644227000000001,http://creativecommons.org/publicdomain/zero/1.0/legalcode,NA,NA,NA,NA,NA,-84.334136999999998,2022-03-07T14:58:28.000+00:00,"9",NA,NA,NA,NA,https://www.inaturalist.org/observations/96031722,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,megachile,NA,https://www.inaturalist.org/observations/96031722,NA,megachile,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/09/24 4:48 PM EDT,NA,"Midland County, MI, USA",NA,NA,NA,NA,"2021",2022/07/05
"340",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Michigan,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"96031744",Gastropoda,"225","Michigan, United States",Observations,NA,NA,NA,NA,"53",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-09-25T01:23:10,"24",NA,NA,NA,NA,NA,NA,NA,2021-09-24T16:59:00,NA,NA,20:59:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3705751422,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,megachile,NA,NA,NA,"209320736",NA,NA,NA,megachile,"96031744",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3705751422.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:57:02.809,2022/06/03 10:57:02.809,43.647236999999997,http://creativecommons.org/publicdomain/zero/1.0/legalcode,NA,NA,NA,NA,NA,-84.335386000000000,2022-03-07T14:58:34.000+00:00,"9",NA,NA,NA,NA,https://www.inaturalist.org/observations/96031744,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,megachile,NA,https://www.inaturalist.org/observations/96031744,NA,megachile,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/09/24 4:59 PM EDT,NA,"Midland County, MI, USA",NA,NA,NA,NA,"2021",2022/07/05
"346",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Minnesota,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"96968080",Gastropoda,"225","Minnesota, United States",Observations,NA,NA,NA,NA,"24",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-10-03T01:18:21,"2",NA,NA,NA,NA,NA,NA,NA,2021-10-02T15:19:21,NA,NA,15:19:21Z,Arionidae,"2629",NA,NA,NA,United States of America,3384734131,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,adriennea,NA,NA,NA,"211207416",NA,NA,NA,adriennea,"96968080",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3384734131.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:54:35.680,2022/06/03 11:54:35.680,47.576438000000003,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-92.540062000000006,2021-10-03T03:53:53.000+00:00,"10",NA,NA,NA,NA,https://www.inaturalist.org/observations/96968080,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,adriennea,NA,https://www.inaturalist.org/observations/96968080,NA,adriennea,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Sat Oct 02 2021 15:19:21 GMT-0500 (CDT),NA,"Superior National Forest, Virginia, MN, US",NA,NA,NA,NA,"2021",2022/07/05
"352",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Virginia,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"98121981",Gastropoda,"225","Virginia, United States",Observations,NA,NA,NA,NA,"6",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-10-13T17:58:09,"9",NA,NA,NA,NA,NA,NA,NA,2021-10-09T09:32:12,NA,NA,13:32:12Z,Arionidae,"2629",NA,NA,NA,United States of America,3391707231,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,cboeckel,NA,NA,NA,"213675090",NA,NA,NA,cboeckel,"98121981",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3391707231.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:58:09.113,2022/06/03 10:58:09.113,38.984386999999998,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-77.976354999999998,2021-10-13T19:31:36.000+00:00,"10",NA,NA,NA,NA,https://www.inaturalist.org/observations/98121981,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,cboeckel,NA,https://www.inaturalist.org/observations/98121981,NA,cboeckel,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Sat Oct 09 2021 09:32:12 GMT-0400 (EDT),NA,"Delaplane, VA, US",NA,NA,NA,NA,"2021",2022/07/05
"353",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Oregon,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"98939850",Gastropoda,"225","Oregon, United States",Observations,NA,NA,NA,NA,"27190",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-10-22T02:14:19,"21",NA,NA,NA,NA,NA,NA,NA,2021-10-21T13:07:00,NA,NA,20:07:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3398821706,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,althoran,NA,NA,NA,"215502125",NA,NA,NA,althoran,"98939850",FALSE,NA,Coordinate uncertainty increased to 27190m at the request of the observer,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3398821706.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:57:28.502,2022/06/03 10:57:28.502,45.399377999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Adult,NA,NA,NA,NA,-122.584791999999993,2021-10-24T01:48:44.000+00:00,"10",NA,NA,NA,NA,https://www.inaturalist.org/observations/98939850,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,althoran,NA,https://www.inaturalist.org/observations/98939850,NA,althoran,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/10/21 1:07 PM PDT,NA,"Oregon, US",NA,NA,NA,NA,"2021",2022/07/05
"354",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Wisconsin,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"99460424",Gastropoda,"225","Wisconsin, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-10-26T14:55:11,"18",NA,NA,NA,NA,NA,NA,NA,2021-10-18T15:04:00,NA,NA,20:04:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3399052138,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,thomaseverest,NA,NA,NA,"216603045",NA,NA,NA,Thomas Everest,"99460424",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3399052138.000000476837158,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:39:02.206,2022/06/03 11:39:02.206,45.800516999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Adult,NA,NA,NA,NA,-89.090774999999994,2021-11-19T19:44:43.000+00:00,"10",NA,NA,NA,NA,https://www.inaturalist.org/observations/99460424,Dissection key: ag: albumen gland bc: bursa copulatrix dg: digestive gland e: epiphallus g: gut ga: genital atrium hd: hermaphroditic duct o: oviduct ot: ovotestis vd: vas deferens Second photo is of a second smaller individual. Note small ovotestis embe,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Thomas Everest,NA,https://www.inaturalist.org/observations/99460424,NA,Thomas Everest,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/10/18 3:04 PM CDT,NA,"Oneida County, WI, USA",NA,NA,NA,NA,"2021",2022/07/05
"359",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,New York,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"99595674",Gastropoda,"225","New York, United States",Observations,NA,NA,NA,NA,"39",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-11-01T03:43:48,"26",NA,NA,NA,NA,NA,NA,NA,2021-10-26T20:21:23,NA,NA,00:21:23Z,Arionidae,"2629",NA,NA,NA,United States of America,3408211660,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,birderryan,NA,NA,NA,"217801127",NA,NA,NA,Larry Chen,"99595674",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3408211660.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:32:51.681,2022/06/03 11:32:51.681,42.458666999999998,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-76.486022000000006,2021-11-01T15:27:31.000+00:00,"10",NA,NA,NA,NA,https://www.inaturalist.org/observations/99595674,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Ryan Zucker,NA,https://www.inaturalist.org/observations/99595674,NA,Ryan Zucker,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Tue Oct 26 2021 20:21:23 GMT-0400 (EDT),NA,"Highland Rd, Cayuga Heights, NY, US",NA,NA,NA,NA,"2021",2022/07/05
